EventId,EventTemplate,Occurrences
c51f327b,"[<*>] HTTPRequest figHttpRequestDidReceiveResponseCallback: received http response <*> (error -<*>) for https:<*>&itag=<*>&source=<*>&requiressl=<*>&ttl=<*>&mm=<*>&mn=<*>-n4v7sn7l&ms=<*>&mv=<*>&pl=<*>&ei=<*>&driveid=<*>-fC9jxSRZZwrozP28F1J5SDg&mime=<*>&lmt=<*>&mt=<*>&ip=<*>&ipbits=<*>&expire=<*>&cp=<*>&sparams=<*>,ipbits,expire,id,itag,source,requiressl,ttl,mm,mn,ms,mv,pl,ei,driveid,mime,lmt,cp&signature=<*>&key=<*>&app=<*>&cpn=<*>-rwrYSf&c=<*>&cver=<*>",2
36e26c89,"[<*>] HTTPRequest figHTTPDumpFinalURLAndRemoteAddress: address <*>::<*> final url https:<*>&itag=<*>&source=<*>&requiressl=<*>&ttl=<*>&mm=<*>&mn=<*>-n4v7sn7l&ms=<*>&mv=<*>&pl=<*>&ei=<*>&driveid=<*>-fC9jxSRZZwrozP28F1J5SDg&mime=<*>&lmt=<*>&mt=<*>&ip=<*>&ipbits=<*>&expire=<*>&cp=<*>&sparams=<*>,ipbits,expire,id,itag,source,requiressl,ttl,mm,mn,ms,mv,pl,ei,driveid,mime,lmt,cp&signature=<*>&key=<*>&app=<*>&cpn=<*>-rwrYSf&c=<*>&cver=<*>",2
6eca19e5,[<*>] clientHandledCustomURLCancel signalled err=-<*> (kFigHTTPError_ParamErr) (No matching request found) at <*> line <*>,1
c4817e72,*** -[AVAssetResourceLoadingRequest finishLoading] was sent to an instance of AVAssetResourceLoadingRequest that was already finished. Ignoring.,1
e60c14a1,<*> ERROR: <*>: timed out after <*> (<*>); mMajorChangePending=<*>,87
ba2c56ab,Sandbox: Finder(<*>) System Policy: deny(<*>) file-write-create <*>,1
87c39774,notify name <*> has been registered <*> times - this may be a leak,7
7778ac70,#<*> [I:AssetCacheLocatorService.queue] found no caching servers,1
9eec65e7,LaunchServices: Could not store lsd-identifiers file at <*>,12
1747aaa0,Cocoa scripting error for '<*>': four character codes must be four characters long.,3930
5994efde,.sdef warning for argument 'FileType' of command '<*> file format' is not a valid type name.,1
8e0d48d9,.sdef warning for argument '' of command '<*> Suite': <*> is not a valid type name.,23
80a103e1,.sdef warning for <*> of <*> '<*> Suite': <*> is not a valid type name.,31
fe66b822,.sdef warning for argument <*> of command <*> is not a valid type name.,9
2742e53f,.sdef warning for argument '' of command <*> in suite '<*> Suite': <*> is not a valid type name.,3
2c5d2daf,Using your own bundle identifier as an NSUserDefaults suite name does not make sense and will not work. Break on _NSUserDefaults_Log_Nonsensical_Suites to find this,3
4d28fb1d,[<*>] FigAtomStreamAdvanceToNextAtomWithType signalled err=-<*> (kFigAtomStream_BadLengthInAtom) (Atom had a bogus length) at <*> line <*>,9
8001ce65,"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL ""file:<*>%5BKamigami%5D%20Sword%20Art%20Online%<*>%5BBDrip%201920x1080%20x264%20FLAC%20MKV%20Sub(Chs,Jap)%5D/%5BKamigami%5D%20Sword%20Art%20Online%<*>-%<*>%5BBDrip%201920x1080%20x264%20FLAC%5D.mkv"" path ""<*>[Kamigami] Sword Art Online [BDrip 1920x1080 x264 FLAC MKV Sub(Chs,Jap)]/[Kamigami] Sword Art Online - <*> [BDrip 1920x1080 x264 FLAC].mkv"" extension ""mkv"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",12
36b88d1d,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=-<*> (kFigFormatReaderError_FileNotRecognized) (Unrecognized content) at <*> line <*>,11
392771b1,Got xpc error message in libspindump client connection: Connection invalid,1
17d904a5,Service exited due to signal: Segmentation fault: <*>,1
ea3dc810,"BUG in libdispatch client: kevent[EVFILT_MEMORYSTATUS] add: ""Operation not supported"" - <*>",2
9753fe69,objc[<*>]: Class <*> is implemented in both <*> and <*> One of the two will be used. Which one is undefined.,38
e9551785,[QL] No sandbox token for request <*> it will probably fail,6
fa4a9bb0,[QL] No sandbox token for thumbnail <*> it will probably fail,5
d0a2d471,QLStephen: Could not determine attribtues of file file:<*>,3
44fce9cc,<*> : Hash <*> exists in contacts,6
950390d6,<*> : AirDrop server enabled on port <*>,1
5de6c265,ARPT: <*>: AWDL Sync Enabled <*> data path state[<*>],2
6adb00dc,<*> : Bonjour advertise <*> started,1
64df7612,IO80211AWDLMulticastPeer::transmitSuccess(): Alert. Expecting to receive tx status for sequence <*> got <*>,1
d6f56185,<*> : AirDrop server idle timeout,1
4270685d,<*> : AirDrop server disabled,1
16a122b9,<*> : Terminate AirDrop P2P link,1
809a74a8,IO80211AWDLPeerManager::monitorAWDLState Disabling AWDL due to no services and no active sockets,1
9f7a478f,"[<*>] HTTPRequest figHttpRequestDidFailCallback: Network error: domain=<*>, code=-<*>, Error Domain=<*> Code=-<*> ""?????????????"" UserInfo={NSErrorFailingURLStringKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, NSErrorFailingURLKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=?????????????} for http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video",4
810ab717,"[<*>] <<< CFByteFlume >>> FigCFHTTPReadResponse: [<*>] New network problem detected, error = <*> Domain=<*> Code=-<*> ""?????????????"" UserInfo={NSErrorFailingURLStringKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, NSErrorFailingURLKey=<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=?????????????}",4
aa40cf45,[<*>] <<<< CRABS >>>> crabsDoJump: [<*>] thread <*> crabsMoveFirehose failed for block <*>,2
6b3ac57e,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection failed during reconnection attempt: error = <*>,1
e2e8adb2,[<*>] <<< CFByteFlume >>> fbf_TCPConnEventHandler: [<*>] tcp_connection succeeded in reconnection attempt. Network problem appears to be resolved.,4
c579b556,[<*>] <<< CFByteFlume >>> fbf_ResumeRetryAttempt: [<*>] Reconnection attempt already in progress. Leave it alone. (Unexpected race condition?),2
1d6417b3,SIO_CRABS siocrabsFinishUnlocked: abandoned stream; cancelling remaining requests,2
dbdc2b9b,[<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - -<*> (msRequestTimeout -<*>),8
931cd121,"Google Chrome[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
dffceca1,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer started.,1
20ce2c1f,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallTool main] Google Software Update installer starting Installation.,1
60bdd488,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend install] Google Software Update attempting to install.,1
00190d64,"Google Chrome He[<*>] triggered unnest of range <*> of DYLD shared region in VM map <*> While not abnormal for debuggers, this increases system memory footprint until the target exits.",149
e9a916a6,NSWindow warning: adding an unknown subview: <FullSizeContentView: <*> Break on NSLog to debug.,1
739b04bb,Call stack:,1
3d1f5f2e,<*> ksinstall[<*>] [lvl=<*>] -[KeystoneInstallBackend shouldInstallWithVersion:error:] Google Software Update found version that is the same or newer: <*>.,1
af5efafd,Using ticket store: <KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*>,3
6ace66ee,Creating a new ticket...,1
ae9b9a2c,Created ticket <KSTicket:<*>,1
b7d36ef7,KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],1
2c71660d,KSPersistentTicketStore failed to load tickets. (productID: <*>) [<*> - '<*>'] (KSKeyedPersistentStore store directory does not exist. - <*> [<*>]),1
04918879,ksadmin cannot access the ticket store:<KSUpdateError:<*>,1
055a3743,Errors logged by ksadmin: KSKeyedPersistentStore store directory does not exist. [<*> - <*> - 'KSKeyedPersistentStore.m:<*>'],1
cae97e7c,[ChromeExistion Version:<*>],41
6acacd5e,ChromeExistion main <*> = <*>,205
ff56e017,the url = <*>,41
638e9148,after trim url = <*>,41
b1d02dee,url host = <*>,41
1bd42042,Caching encoded userInfo to use until we are marked dirty again (UAUserActivity.m #<*>),1
82bcf93b,Returning cached encoded userInfo (UAUserActivity.m #<*>),1
cc5f47a1,[<*>] <<< CFByteFlume >>> FigCFHTTPCopyBandwidthInfo: [<*>] <*> connection? returning <*> for bandwidth and clearing history,3
b860860d,"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not create format reader for URL http:<*>=&refer=<*>&Expires=<*>&ssig=<*>&KID=<*>,video FileType '????' MIMETYPE <*> SuggFileName (null) instantiationError = -<*>",1
8a479a04,[<*>] FigFormatReaderCreateForStreamReturningMatchingContainerLabelType signalled err=-<*> (instantiationError) (Error creating FormatReader) at <*> line <*>,1
305c8853,Skipping STATUS for INBOX because CHECK failed with error: (null),1
916b1f80,Skipping STATUS for [Gmail]/Drafts because CHECK failed with error: (null),2
6bc221ce,Skipping STATUS for Deleted Messages because CHECK failed with error: (null),1
6bb26580,Skipping STATUS for [Gmail]/All Mail because CHECK failed with error: (null),1
12329f56,"LSCopyApplicationURLsForBundleIdentifier error:Error Domain=<*> Code=-<*> ""kLSApplicationNotFoundErr: E.g. no application claims the file""",2
5cc0f018,[<*>] FigDCP_GetCacheFileVersion signalled err=-<*> (kFigDiskCacheProviderError_InvalidCacheFile) (unsupported file version) at <*> line <*>,1
94f62c70,"tcp_connection_destination_write_setup_notsent_lowat <*> disabling low latency, setsockopt TCP_NOTSENT_LOWAT to <*> on fd <*> failed: [<*>] Invalid argument, dumping backtrace:",2
6d736c2c,[<*>] figHttpRequestDidReceiveResponseCallback signalled err=-<*> (kFigHTTPError_FileNotFound) (<*> File Not Found) at <*> line <*>,1
0a253029,[<*>] HTTPRequest figHTTPRequestCreateErrorComment: encountered an error: HTTP <*>: File Not Found,1
ea039a6d,*** WebKit discarding exception: <NSRangeException> *** -[__NSArrayM objectAtIndex:]: index <*> beyond bounds for empty array,1
33febf7c,"handle_will_sleep_auth_and_shield_windows: Ordering out authw <*>), shield <*>) (lock state: <*>)",3
764e34f1,disable_update_timeout: UI updates were forcibly disabled by application <*> for over <*> seconds. Server has re-enabled them.,6
b7380881,common_reenable_update: UI updates were finally reenabled by application <*> after <*> seconds [<*>] (server forcibly re-enabled them after <*> seconds [<*>]),6
6d6756e7,No items found in keychain,8
48180628,Reverting sleep with relative wake,1
f70f456c,RTC: Alarm <*> sleep <*>,1
489c6a06,"NSFileSandboxingRequestRelatedItemExtension: an error was received from pboxd instead of a token. Domain: NSPOSIXErrorDomain, code: <*>",1
0466e6b8,"+[NSFileCoordinator addFilePresenter:] could not get a sandbox extension. primaryPresentedItemURL: file:<*>, presentedItemURL: file:<*>",1
d85d6e47,"service_resolve_router_complete en0: ARP failed, arp_client_transmit(en0) failed, Network is down (<*>)",1
87c0c275,Unrecognized XSSimpleTypeDefinition: OneOff,15
3b46cd55,childFrame with no value: <_SOAPParserFrame: <*> EWSMailboxTypeTypeDefinition:__NSCFString (Inlined Arrays: (null)),15
65340133,network changed: v4(en0!:<*>) v6(en0!:<*>) DNS+ Proxy+ SMB,2
2141201a,ERROR: send_all(<*>) wrote -<*> of <*> errno <*> (Broken pipe),1
8ed36c7b,[HID] [MT] MTSimpleHIDManager::deviceDidBootload device bootloaded,1
9fe3a0dc,"select(<*>, #########--------------------, 0L, 0L, &<*>) error: Bad file descriptor",1
e7ca8561,setup(?:obsolete) failed rcode=<*>,4
627ad0a8,"<*> ksfetch[<*>] [lvl=<*>] -[FetchDelegate fetcher:failedWithError:] Fetcher generated error: Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",4
a94cc917,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] The Internet connection appears to be offline. [NSURLErrorDomain:-<*>] (The Internet connection appears to be offline. [kCFErrorDomainCFNetwork:-<*>]),4
8cc70097,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSServerUpdateRequest(PrivateMethods) fetcher:failedWithError:] KSServerUpdateRequest fetch failed. (productID: <*>) [<*> - '<*>'] (The Internet connection appears to be offline. [NSURLErrorDomain:-<*>]),4
77bfdecb,<*> GoogleSoftwareUpdateAgent[<*>] [lvl=<*>] -[KSUpdateCheckAction(KSServerUpdateRequestDelegate) startFallBackForRequest:] KSUpdateCheckAction running fallback KSServerUpdateRequest: <KSOmahaServerUpdateRequest:<*>,2
a2359e3b,"[CardDAVPlugin-ERROR] -_handleAddsOrModifies:https://xpc_ben%<*> Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=<*>://xpc_ben%<*>, NSErrorFailingURLKey=<*>://xpc_ben%<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> Internet connection appears to be offline.}",3
e06916ac,"ARPT: <*>: ChangeVCO => vco:<*>, xtalF:<*>, frac: <*> ndivMode: <*> ndivint: <*>",1
582b7c22,ARPT: <*>: Data written into the PLL_CNTRL_ADDR2: <*>,1
5517eb1a,ARPT: <*>: Data written into the PLL_CNTRL_ADDR3 (Fractional): <*>,1
adc05438,[Warning] Broadcasting no devices for account IDSDAccount: <*> [Service: IDSDService: <*> [Identifier: <*> Display Name: ScreenSharing Topic: <*> Service: <*> Protocol: <*>] Login: <*> UniqueID: <*> Account Type: Apple ID Registration: (null) Registered: YES Linked Accounts: (null)] even though we have some,2
04ec2e4a,Unknown class FRToolbar in Interface Builder file at path <*>,2
8a614b9a,Unknown class DocsUINewTemplateItemBox in Interface Builder file at path <*>,2
fe616745,-[PushServiceStoreDispatch getEnabledMediaTypesWithReply:],2
4d8179cd,NSScanner: nil string argument,1
baafcbd3,-[NETPowerManager powerPolicyForTimeslot:workload:] failed to find policy for workload <*> timeslot <*> / <*>,1
71203b09,"code validation failed in the process of getting signing information: Error Domain=<*> Code=-<*> ""(null)"" UserInfo={SecCSArchitecture=<*>}",1
28565a65,EWSGetItemResponseType returned no results; the request may have timed out.,1
85740d2e,[<*>] [Account xpc_ben@<*>@https:<*> timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: <*>; Sequence: <*>],4
d12f4965,-[PVTextSearchIndexManager indexForContainer:forSearchBasis:]: elapsed time = <*>,2
f1066877,realpath() returned NULL for <*>,3
75fe4d1e,Could not get event name for <*>: <*>: <*>: Request for stale data,1
845fbf0b,CoreAnimation: failed to receive fence reply: <*>,3
30be0d03,CoreAnimation: failed to send fence reply: <*>,2
368331a6,"(UID <*>) Found <*> plugin types, <*> plugins",1
f584a543,__mDNSGetRemoteMAC_block_invoke: Mach communication failed: <*> (<*>) no space available,1
3aa3e924,"dynamic_cast error <*>: One or more of the following type_info's has hidden visibility. They should all have public visibility. N11OfficeSpace11IDataSourceE, N3Art30NativeExecuteActionControlUserE, 22CMsoGalleryUserDefault.",1
d39e21d5,Sandbox: QuickLookSatelli(<*>) deny(<*>) file-issue-extension <*>,2
269cef33,Failed to obtain sandbox extension for path=<*>. Errno:<*>,2
cdcd91ab,__net_helper_get_connection_block_invoke_3 could not connect to networkd,1
21570e45,"__nw_path_evaluator_start_helper_connection_block_invoke net_helper_path_evaluation_start callback failed, dumping backtrace:",1
deba5aab,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace:",1
bb3e23ca,Service exited due to signal: Killed: <*>,3
1add569c,box: <*>) deny(<*>) file-read-data <*>,1
57bb9461,NSAllowAppKitWeakReferences=<*>,2
54274615,ApplePersistenceIgnoreState: Existing state will not be touched. New state will be written to <*>,2
be7864e6,"*** Assertion failure in +[LUTextAccessor rangeOfTermInString:containingOffset:language:partOfSpeech:], <*>",1
551b254c,Lookup: Unhandled exception 'NSInternalInconsistencyException' caught in -[LULookupDefinitionModule lookupAnimationControllerForString:range:options:originProvider:inView:],1
6e848227,USER_PROCESS: <*> ttys000,1
588b7b99,Metadata.framework [Error]: void _MDItemMarkAsUsedForPath(CFStringRef): was called with a NULL path,6
49de4c77,INSTALLED:<*>) <__NSConcreteUUID <*>,8
1eea1893,UNINSTALLED:<*>) <*>,8
6ed1505d,"notice USBMuxBonjourDeviceListenerCreate: LOCKDOWN_V2_BONJOUR_SERVICE_NAME is _apple-mobdev2._tcp,<*>",2
e9cc239c,Unknown class GPUTesselationSliderCell in Interface Builder file.,2
e4fa040e,Mac Agent inited !!!,2
fa2b1ddd,schedule invalidation <DYTransport <*> error: lost transport connection (<*>)>,2
8b6c85c9,Uncommited CATransaction. Set CA_DEBUG_TRANSACTIONS=<*> in environment to debug.,2
528fd667,-[MMCoreTextView(Drawing) batchDrawData:]@<*>: Conversion error: some text may not be rendered,2
6ea94ad6,"[<*>] <<< FFR_Common >>> FigFormatReaderCreateForStreamReturningMatchingContainerLabelType: *** Could not find format reader for URL ""file:<*>"" path <*> extension ""swf"" FileType '' MIMETYPE ""(null)"" SuggFileName ""(null)"" SuggNameExtension ""(null)""",2
60eeba6f,SSandbandbox: ox: <*>(le.WebKit(<*>) <*>) deny(deny(<*>) 1fil) filee--rreaead-data <*> /osts,1
e49869bf,"zip importer encountered an error (-<*>) scanning ""<*>"".",1
9171c08c,"<*>, <*> [LogMessageLogging]: [aid-types_14000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""The network connection was lost."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> network connection was lost.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> network connection was lost.}",1
167caa6e,"<*>, <*> [LogMessageLogging]: [aid-types_12000] - Request to send LogMessages of count (<*>) failed with Error: Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSUnderlyingError=<*> {Error Domain=<*> Code=-<*> ""A server with the specified hostname could not be found."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=<*> server with the specified hostname could not be found.}",1
5af3164a,StopHardwareStream,3
150d46f4,AppleCamIn::power_off_hardware,3
efd94ac7,[<*>] <<<< AVCaptureHALDevice >>>> -[AVCaptureHALDevice _removePropertyListeners]: Removing alive observer for device <AVCaptureHALDevice: <*> [VPAUAggregateAudioDevice-<*>][VPAUAggregateAudioDevice-<*>]> failed (<*>),2
882de38e,[<*>] <<<< AVCaptureHALDevice >>>> -[AVCaptureHALDevice _removePropertyListeners]: Removing data source observer for device <AVCaptureHALDevice: <*> [VPAUAggregateAudioDevice-<*>][VPAUAggregateAudioDevice-<*>]> failed (<*>),2
91abc5fa,CoreAnimation: context hosting changed while locked!,1
a3deef9b,process WeChat[<*>] caught causing excessive wakeups. EXC_RESOURCE supressed due to audio playback,1
82231a5a,<MMSplitView: <*>: the delegate <MMMainViewController: <*> was sent -splitView:resizeSubviewsWithOldSize: and left the arranged view frames in an inconsistent state:,1
e81c78f7,"Split view bounds: {{<*>, <*>}, {<*>, <*>}}",1
d06e231d,"Arranged view frame: {{<*>, <*>}, {<*>, <*>}}",2
378801a6,"The outer edges of the arranged view frames are supposed to line up with the split view's bounds' edges. NSSplitView is working around the problem, perhaps at the cost of more redrawing. (This message is only logged once per NSSplitView.)",1
